sample,fastq_1,fastq_2,strandedness
2360320+MEF_IAV_input_1,fastq/2360320_JCC400_Feb2022_IAV_B3_S66_L001_R1_001.fastq.gz,fastq/2360320_JCC400_Feb2022_IAV_B3_S66_L001_R2_001.fastq.gz,reverse
2360320+MEF_IAV_input_1,fastq/2360320_JCC400_Feb2022_IAV_B3_S66_L002_R1_001.fastq.gz,fastq/2360320_JCC400_Feb2022_IAV_B3_S66_L002_R2_001.fastq.gz,reverse
2360321+MEF_mock_input_2,fastq/2360321_JCC400_Feb2022_IAV_C3_S27_L003_R1_001.fastq.gz,fastq/2360321_JCC400_Feb2022_IAV_C3_S27_L003_R2_001.fastq.gz,reverse
2360321+MEF_mock_input_2,fastq/2360321_JCC400_Feb2022_IAV_C3_S27_L004_R1_001.fastq.gz,fastq/2360321_JCC400_Feb2022_IAV_C3_S27_L004_R2_001.fastq.gz,reverse
2360321+MEF_mock_input_2,fastq/2360321_JCC400_Feb2022_IAV_C3_S67_L001_R1_001.fastq.gz,fastq/2360321_JCC400_Feb2022_IAV_C3_S67_L001_R2_001.fastq.gz,reverse
2360321+MEF_mock_input_2,fastq/2360321_JCC400_Feb2022_IAV_C3_S67_L002_R1_001.fastq.gz,fastq/2360321_JCC400_Feb2022_IAV_C3_S67_L002_R2_001.fastq.gz,reverse
2360322+MEF_mock_input_2,fastq/2360322_JCC400_Feb2022_IAV_D3_S28_L003_R1_001.fastq.gz,fastq/2360322_JCC400_Feb2022_IAV_D3_S28_L003_R2_001.fastq.gz,reverse
2360322+MEF_mock_input_2,fastq/2360322_JCC400_Feb2022_IAV_D3_S28_L004_R1_001.fastq.gz,fastq/2360322_JCC400_Feb2022_IAV_D3_S28_L004_R2_001.fastq.gz,reverse
2360322+MEF_mock_input_2,fastq/2360322_JCC400_Feb2022_IAV_D3_S68_L001_R1_001.fastq.gz,fastq/2360322_JCC400_Feb2022_IAV_D3_S68_L001_R2_001.fastq.gz,reverse
2360322+MEF_mock_input_2,fastq/2360322_JCC400_Feb2022_IAV_D3_S68_L002_R1_001.fastq.gz,fastq/2360322_JCC400_Feb2022_IAV_D3_S68_L002_R2_001.fastq.gz,reverse
2360323+MEF_mock_input_2,fastq/2360323_JCC400_Feb2022_IAV_E3_S16_L001_R1_001.fastq.gz,fastq/2360323_JCC400_Feb2022_IAV_E3_S16_L001_R2_001.fastq.gz,reverse
2360323+MEF_mock_input_2,fastq/2360323_JCC400_Feb2022_IAV_E3_S16_L002_R1_001.fastq.gz,fastq/2360323_JCC400_Feb2022_IAV_E3_S16_L002_R2_001.fastq.gz,reverse
2360323+MEF_mock_input_2,fastq/2360323_JCC400_Feb2022_IAV_E3_S69_L001_R1_001.fastq.gz,fastq/2360323_JCC400_Feb2022_IAV_E3_S69_L001_R2_001.fastq.gz,reverse
2360323+MEF_mock_input_2,fastq/2360323_JCC400_Feb2022_IAV_E3_S69_L002_R1_001.fastq.gz,fastq/2360323_JCC400_Feb2022_IAV_E3_S69_L002_R2_001.fastq.gz,reverse
2360324+MEF_IAV_input_2,fastq/2360324_JCC400_Feb2022_IAV_F3_S29_L003_R1_001.fastq.gz,fastq/2360324_JCC400_Feb2022_IAV_F3_S29_L003_R2_001.fastq.gz,reverse
2360324+MEF_IAV_input_2,fastq/2360324_JCC400_Feb2022_IAV_F3_S29_L004_R1_001.fastq.gz,fastq/2360324_JCC400_Feb2022_IAV_F3_S29_L004_R2_001.fastq.gz,reverse
2360324+MEF_IAV_input_2,fastq/2360324_JCC400_Feb2022_IAV_F3_S70_L001_R1_001.fastq.gz,fastq/2360324_JCC400_Feb2022_IAV_F3_S70_L001_R2_001.fastq.gz,reverse
2360324+MEF_IAV_input_2,fastq/2360324_JCC400_Feb2022_IAV_F3_S70_L002_R1_001.fastq.gz,fastq/2360324_JCC400_Feb2022_IAV_F3_S70_L002_R2_001.fastq.gz,reverse
2360325+MEF_IAV_input_2,fastq/2360325_JCC400_Feb2022_IAV_G3_S30_L003_R1_001.fastq.gz,fastq/2360325_JCC400_Feb2022_IAV_G3_S30_L003_R2_001.fastq.gz,reverse
2360325+MEF_IAV_input_2,fastq/2360325_JCC400_Feb2022_IAV_G3_S30_L004_R1_001.fastq.gz,fastq/2360325_JCC400_Feb2022_IAV_G3_S30_L004_R2_001.fastq.gz,reverse
2360325+MEF_IAV_input_2,fastq/2360325_JCC400_Feb2022_IAV_G3_S71_L001_R1_001.fastq.gz,fastq/2360325_JCC400_Feb2022_IAV_G3_S71_L001_R2_001.fastq.gz,reverse
2360325+MEF_IAV_input_2,fastq/2360325_JCC400_Feb2022_IAV_G3_S71_L002_R1_001.fastq.gz,fastq/2360325_JCC400_Feb2022_IAV_G3_S71_L002_R2_001.fastq.gz,reverse
2360326+MEF_IAV_input_2,fastq/2360326_JCC400_Feb2022_IAV_H3_S31_L003_R1_001.fastq.gz,fastq/2360326_JCC400_Feb2022_IAV_H3_S31_L003_R2_001.fastq.gz,reverse
2360326+MEF_IAV_input_2,fastq/2360326_JCC400_Feb2022_IAV_H3_S31_L004_R1_001.fastq.gz,fastq/2360326_JCC400_Feb2022_IAV_H3_S31_L004_R2_001.fastq.gz,reverse
2360326+MEF_IAV_input_2,fastq/2360326_JCC400_Feb2022_IAV_H3_S72_L001_R1_001.fastq.gz,fastq/2360326_JCC400_Feb2022_IAV_H3_S72_L001_R2_001.fastq.gz,reverse
2360326+MEF_IAV_input_2,fastq/2360326_JCC400_Feb2022_IAV_H3_S72_L002_R1_001.fastq.gz,fastq/2360326_JCC400_Feb2022_IAV_H3_S72_L002_R2_001.fastq.gz,reverse
