sample,fastq_1,fastq_2,strandedness
2691154+MEF_HSV-1_FLAG-RIP_4,fastq/2691154_JCC478_Dec2023_HSV-1_4_FALG_RIP_S15_L001_R1_001.fastq.gz,fastq/2691154_JCC478_Dec2023_HSV-1_4_FALG_RIP_S15_L001_R2_001.fastq.gz,reverse
2691154+MEF_HSV-1_FLAG-RIP_4,fastq/2691154_JCC478_Dec2023_HSV-1_4_FALG_RIP_S135_L001_R1_001.fastq.gz,fastq/2691154_JCC478_Dec2023_HSV-1_4_FALG_RIP_S135_L001_R2_001.fastq.gz,reverse
2691155+MEF_mock_input_1,fastq/2691155_JCC478_Dec2023_MCOK_1_input_S16_L001_R1_001.fastq.gz,fastq/2691155_JCC478_Dec2023_MCOK_1_input_S16_L001_R2_001.fastq.gz,reverse
2691155+MEF_mock_input_1,fastq/2691155_JCC478_Dec2023_MCOK_1_input_S136_L001_R1_001.fastq.gz,fastq/2691155_JCC478_Dec2023_MCOK_1_input_S136_L001_R2_001.fastq.gz,reverse
2691156+MEF_mock_input_2,fastq/2691156_JCC478_Dec2023_MCOK_2_input_S17_L001_R1_001.fastq.gz,fastq/2691156_JCC478_Dec2023_MCOK_2_input_S17_L001_R2_001.fastq.gz,reverse
2691156+MEF_mock_input_2,fastq/2691156_JCC478_Dec2023_MCOK_2_input_S137_L001_R1_001.fastq.gz,fastq/2691156_JCC478_Dec2023_MCOK_2_input_S137_L001_R2_001.fastq.gz,reverse
2691157+MEF_HSV-1_input_1,fastq/2691157_JCC478_Dec2023_HSV-1_1_input_S18_L001_R1_001.fastq.gz,fastq/2691157_JCC478_Dec2023_HSV-1_1_input_S18_L001_R2_001.fastq.gz,reverse
2691157+MEF_HSV-1_input_1,fastq/2691157_JCC478_Dec2023_HSV-1_1_input_S138_L001_R1_001.fastq.gz,fastq/2691157_JCC478_Dec2023_HSV-1_1_input_S138_L001_R2_001.fastq.gz,reverse
2691158+MEF_HSV-1_input_2,fastq/2691158_JCC478_Dec2023_HSV-1_2_input_S19_L001_R1_001.fastq.gz,fastq/2691158_JCC478_Dec2023_HSV-1_2_input_S19_L001_R2_001.fastq.gz,reverse
2691158+MEF_HSV-1_input_2,fastq/2691158_JCC478_Dec2023_HSV-1_2_input_S139_L001_R1_001.fastq.gz,fastq/2691158_JCC478_Dec2023_HSV-1_2_input_S139_L001_R2_001.fastq.gz,reverse
2691159+MEF_HSV-1_input_3,fastq/2691159_JCC478_Dec2023_HSV-1_3_input_S20_L001_R1_001.fastq.gz,fastq/2691159_JCC478_Dec2023_HSV-1_3_input_S20_L001_R2_001.fastq.gz,reverse
2691159+MEF_HSV-1_input_3,fastq/2691159_JCC478_Dec2023_HSV-1_3_input_S140_L001_R1_001.fastq.gz,fastq/2691159_JCC478_Dec2023_HSV-1_3_input_S140_L001_R2_001.fastq.gz,reverse
2691160+MEF_HSV-1_input_4,fastq/2691160_JCC478_Dec2023_HSV-1_4_input_S21_L001_R1_001.fastq.gz,fastq/2691160_JCC478_Dec2023_HSV-1_4_input_S21_L001_R2_001.fastq.gz,reverse
2691160+MEF_HSV-1_input_4,fastq/2691160_JCC478_Dec2023_HSV-1_4_input_S141_L001_R1_001.fastq.gz,fastq/2691160_JCC478_Dec2023_HSV-1_4_input_S141_L001_R2_001.fastq.gz,reverse
