sample,fastq_1,fastq_2,strandedness
3162329+HT-29_HSV-1_Z22-RIP_3,fastq/3162329_JCC411_July2024_G1_HSV-1Z22RIP-3_S113_L007_R1_001.fastq.gz,fastq/3162329_JCC411_July2024_G1_HSV-1Z22RIP-3_S113_L007_R2_001.fastq.gz,reverse
3162329+HT-29_HSV-1_Z22-RIP_3,fastq/3162329_JCC411_July2024_G1_HSV-1Z22RIP-3_S113_L008_R1_001.fastq.gz,fastq/3162329_JCC411_July2024_G1_HSV-1Z22RIP-3_S113_L008_R2_001.fastq.gz,reverse
3162329+HT-29_HSV-1_Z22-RIP_3,fastq/3162329_JCC411_July2024_G1_HSV-1Z22RIP-3_S6_L001_R1_001.fastq.gz,fastq/3162329_JCC411_July2024_G1_HSV-1Z22RIP-3_S6_L001_R2_001.fastq.gz,reverse
3162329+HT-29_HSV-1_Z22-RIP_3,fastq/3162329_JCC411_July2024_G1_HSV-1Z22RIP-3_S6_L002_R1_001.fastq.gz,fastq/3162329_JCC411_July2024_G1_HSV-1Z22RIP-3_S6_L002_R2_001.fastq.gz,reverse
3162330+HT-29_HSV-1_Z22-RIP_4,fastq/3162330_JCC411_July2024_H1_HSV-1Z22RIP-4_S114_L007_R1_001.fastq.gz,fastq/3162330_JCC411_July2024_H1_HSV-1Z22RIP-4_S114_L007_R2_001.fastq.gz,reverse
3162330+HT-29_HSV-1_Z22-RIP_4,fastq/3162330_JCC411_July2024_H1_HSV-1Z22RIP-4_S114_L008_R1_001.fastq.gz,fastq/3162330_JCC411_July2024_H1_HSV-1Z22RIP-4_S114_L008_R2_001.fastq.gz,reverse
3162330+HT-29_HSV-1_Z22-RIP_4,fastq/3162330_JCC411_July2024_H1_HSV-1Z22RIP-4_S7_L001_R1_001.fastq.gz,fastq/3162330_JCC411_July2024_H1_HSV-1Z22RIP-4_S7_L001_R2_001.fastq.gz,reverse
3162330+HT-29_HSV-1_Z22-RIP_4,fastq/3162330_JCC411_July2024_H1_HSV-1Z22RIP-4_S7_L002_R1_001.fastq.gz,fastq/3162330_JCC411_July2024_H1_HSV-1Z22RIP-4_S7_L002_R2_001.fastq.gz,reverse
3162331+HT-29_HSV-1_FLAG-RIP_1,fastq/3162331_JCC411_July2024_A2_HSV-1FLAGRIP-1_S115_L007_R1_001.fastq.gz,fastq/3162331_JCC411_July2024_A2_HSV-1FLAGRIP-1_S115_L007_R2_001.fastq.gz,reverse
3162331+HT-29_HSV-1_FLAG-RIP_1,fastq/3162331_JCC411_July2024_A2_HSV-1FLAGRIP-1_S115_L008_R1_001.fastq.gz,fastq/3162331_JCC411_July2024_A2_HSV-1FLAGRIP-1_S115_L008_R2_001.fastq.gz,reverse
3162331+HT-29_HSV-1_FLAG-RIP_1,fastq/3162331_JCC411_July2024_A2_HSV-1FLAGRIP-1_S8_L001_R1_001.fastq.gz,fastq/3162331_JCC411_July2024_A2_HSV-1FLAGRIP-1_S8_L001_R2_001.fastq.gz,reverse
3162331+HT-29_HSV-1_FLAG-RIP_1,fastq/3162331_JCC411_July2024_A2_HSV-1FLAGRIP-1_S8_L002_R1_001.fastq.gz,fastq/3162331_JCC411_July2024_A2_HSV-1FLAGRIP-1_S8_L002_R2_001.fastq.gz,reverse
3162332+HT-29_HSV-1_FLAG-RIP_2,fastq/3162332_JCC411_July2024_B2_HSV-1FLAGRIP-2_S116_L007_R1_001.fastq.gz,fastq/3162332_JCC411_July2024_B2_HSV-1FLAGRIP-2_S116_L007_R2_001.fastq.gz,reverse
3162332+HT-29_HSV-1_FLAG-RIP_2,fastq/3162332_JCC411_July2024_B2_HSV-1FLAGRIP-2_S116_L008_R1_001.fastq.gz,fastq/3162332_JCC411_July2024_B2_HSV-1FLAGRIP-2_S116_L008_R2_001.fastq.gz,reverse
3162332+HT-29_HSV-1_FLAG-RIP_2,fastq/3162332_JCC411_July2024_B2_HSV-1FLAGRIP-2_S9_L001_R1_001.fastq.gz,fastq/3162332_JCC411_July2024_B2_HSV-1FLAGRIP-2_S9_L001_R2_001.fastq.gz,reverse
3162332+HT-29_HSV-1_FLAG-RIP_2,fastq/3162332_JCC411_July2024_B2_HSV-1FLAGRIP-2_S9_L002_R1_001.fastq.gz,fastq/3162332_JCC411_July2024_B2_HSV-1FLAGRIP-2_S9_L002_R2_001.fastq.gz,reverse
3162333+HT-29_HSV-1_FLAG-RIP_3,fastq/3162333_JCC411_July2024_C2_HSV-1FLAGRIP-3_S10_L001_R1_001.fastq.gz,fastq/3162333_JCC411_July2024_C2_HSV-1FLAGRIP-3_S10_L001_R2_001.fastq.gz,reverse
3162333+HT-29_HSV-1_FLAG-RIP_3,fastq/3162333_JCC411_July2024_C2_HSV-1FLAGRIP-3_S10_L002_R1_001.fastq.gz,fastq/3162333_JCC411_July2024_C2_HSV-1FLAGRIP-3_S10_L002_R2_001.fastq.gz,reverse
3162333+HT-29_HSV-1_FLAG-RIP_3,fastq/3162333_JCC411_July2024_C2_HSV-1FLAGRIP-3_S117_L007_R1_001.fastq.gz,fastq/3162333_JCC411_July2024_C2_HSV-1FLAGRIP-3_S117_L007_R2_001.fastq.gz,reverse
3162333+HT-29_HSV-1_FLAG-RIP_3,fastq/3162333_JCC411_July2024_C2_HSV-1FLAGRIP-3_S117_L008_R1_001.fastq.gz,fastq/3162333_JCC411_July2024_C2_HSV-1FLAGRIP-3_S117_L008_R2_001.fastq.gz,reverse
3162334+HT-29_HSV-1_FLAG-RIP_4,fastq/3162334_JCC411_July2024_D2_HSV-1FLAGRIP-4_S11_L001_R1_001.fastq.gz,fastq/3162334_JCC411_July2024_D2_HSV-1FLAGRIP-4_S11_L001_R2_001.fastq.gz,reverse
3162334+HT-29_HSV-1_FLAG-RIP_4,fastq/3162334_JCC411_July2024_D2_HSV-1FLAGRIP-4_S11_L002_R1_001.fastq.gz,fastq/3162334_JCC411_July2024_D2_HSV-1FLAGRIP-4_S11_L002_R2_001.fastq.gz,reverse
3162334+HT-29_HSV-1_FLAG-RIP_4,fastq/3162334_JCC411_July2024_D2_HSV-1FLAGRIP-4_S118_L007_R1_001.fastq.gz,fastq/3162334_JCC411_July2024_D2_HSV-1FLAGRIP-4_S118_L007_R2_001.fastq.gz,reverse
3162334+HT-29_HSV-1_FLAG-RIP_4,fastq/3162334_JCC411_July2024_D2_HSV-1FLAGRIP-4_S118_L008_R1_001.fastq.gz,fastq/3162334_JCC411_July2024_D2_HSV-1FLAGRIP-4_S118_L008_R2_001.fastq.gz,reverse
3162335+HT-29_IAV_Z22-RIP_1,fastq/3162335_JCC411_July2024_E2_PR8Z22RIP-1_S119_L007_R1_001.fastq.gz,fastq/3162335_JCC411_July2024_E2_PR8Z22RIP-1_S119_L007_R2_001.fastq.gz,reverse
3162335+HT-29_IAV_Z22-RIP_1,fastq/3162335_JCC411_July2024_E2_PR8Z22RIP-1_S119_L008_R1_001.fastq.gz,fastq/3162335_JCC411_July2024_E2_PR8Z22RIP-1_S119_L008_R2_001.fastq.gz,reverse
3162335+HT-29_IAV_Z22-RIP_1,fastq/3162335_JCC411_July2024_E2_PR8Z22RIP-1_S12_L001_R1_001.fastq.gz,fastq/3162335_JCC411_July2024_E2_PR8Z22RIP-1_S12_L001_R2_001.fastq.gz,reverse
3162335+HT-29_IAV_Z22-RIP_1,fastq/3162335_JCC411_July2024_E2_PR8Z22RIP-1_S12_L002_R1_001.fastq.gz,fastq/3162335_JCC411_July2024_E2_PR8Z22RIP-1_S12_L002_R2_001.fastq.gz,reverse
3162336+HT-29_IAV_Z22-RIP_2,fastq/3162336_JCC411_July2024_F2_PR8Z22RIP-2_S120_L007_R1_001.fastq.gz,fastq/3162336_JCC411_July2024_F2_PR8Z22RIP-2_S120_L007_R2_001.fastq.gz,reverse
3162336+HT-29_IAV_Z22-RIP_2,fastq/3162336_JCC411_July2024_F2_PR8Z22RIP-2_S120_L008_R1_001.fastq.gz,fastq/3162336_JCC411_July2024_F2_PR8Z22RIP-2_S120_L008_R2_001.fastq.gz,reverse
3162336+HT-29_IAV_Z22-RIP_2,fastq/3162336_JCC411_July2024_F2_PR8Z22RIP-2_S13_L001_R1_001.fastq.gz,fastq/3162336_JCC411_July2024_F2_PR8Z22RIP-2_S13_L001_R2_001.fastq.gz,reverse
3162336+HT-29_IAV_Z22-RIP_2,fastq/3162336_JCC411_July2024_F2_PR8Z22RIP-2_S13_L002_R1_001.fastq.gz,fastq/3162336_JCC411_July2024_F2_PR8Z22RIP-2_S13_L002_R2_001.fastq.gz,reverse
3162337+HT-29_IAV_Z22-RIP_3,fastq/3162337_JCC411_July2024_G2_PR8Z22RIP-3_S121_L007_R1_001.fastq.gz,fastq/3162337_JCC411_July2024_G2_PR8Z22RIP-3_S121_L007_R2_001.fastq.gz,reverse
3162337+HT-29_IAV_Z22-RIP_3,fastq/3162337_JCC411_July2024_G2_PR8Z22RIP-3_S121_L008_R1_001.fastq.gz,fastq/3162337_JCC411_July2024_G2_PR8Z22RIP-3_S121_L008_R2_001.fastq.gz,reverse
3162337+HT-29_IAV_Z22-RIP_3,fastq/3162337_JCC411_July2024_G2_PR8Z22RIP-3_S14_L001_R1_001.fastq.gz,fastq/3162337_JCC411_July2024_G2_PR8Z22RIP-3_S14_L001_R2_001.fastq.gz,reverse
3162337+HT-29_IAV_Z22-RIP_3,fastq/3162337_JCC411_July2024_G2_PR8Z22RIP-3_S14_L002_R1_001.fastq.gz,fastq/3162337_JCC411_July2024_G2_PR8Z22RIP-3_S14_L002_R2_001.fastq.gz,reverse
3162338+HT-29_IAV_Z22-RIP_4,fastq/3162338_JCC411_July2024_H2_PR8Z22RIP-4_S122_L007_R1_001.fastq.gz,fastq/3162338_JCC411_July2024_H2_PR8Z22RIP-4_S122_L007_R2_001.fastq.gz,reverse
3162338+HT-29_IAV_Z22-RIP_4,fastq/3162338_JCC411_July2024_H2_PR8Z22RIP-4_S122_L008_R1_001.fastq.gz,fastq/3162338_JCC411_July2024_H2_PR8Z22RIP-4_S122_L008_R2_001.fastq.gz,reverse
3162338+HT-29_IAV_Z22-RIP_4,fastq/3162338_JCC411_July2024_H2_PR8Z22RIP-4_S15_L001_R1_001.fastq.gz,fastq/3162338_JCC411_July2024_H2_PR8Z22RIP-4_S15_L001_R2_001.fastq.gz,reverse
3162338+HT-29_IAV_Z22-RIP_4,fastq/3162338_JCC411_July2024_H2_PR8Z22RIP-4_S15_L002_R1_001.fastq.gz,fastq/3162338_JCC411_July2024_H2_PR8Z22RIP-4_S15_L002_R2_001.fastq.gz,reverse
3162339+HT-29_IAV_FLAG-RIP_1,fastq/3162339_JCC411_July2024_A3_PR8FLAGRIP-1_S123_L007_R1_001.fastq.gz,fastq/3162339_JCC411_July2024_A3_PR8FLAGRIP-1_S123_L007_R2_001.fastq.gz,reverse
3162339+HT-29_IAV_FLAG-RIP_1,fastq/3162339_JCC411_July2024_A3_PR8FLAGRIP-1_S123_L008_R1_001.fastq.gz,fastq/3162339_JCC411_July2024_A3_PR8FLAGRIP-1_S123_L008_R2_001.fastq.gz,reverse
3162339+HT-29_IAV_FLAG-RIP_1,fastq/3162339_JCC411_July2024_A3_PR8FLAGRIP-1_S16_L001_R1_001.fastq.gz,fastq/3162339_JCC411_July2024_A3_PR8FLAGRIP-1_S16_L001_R2_001.fastq.gz,reverse
3162339+HT-29_IAV_FLAG-RIP_1,fastq/3162339_JCC411_July2024_A3_PR8FLAGRIP-1_S16_L002_R1_001.fastq.gz,fastq/3162339_JCC411_July2024_A3_PR8FLAGRIP-1_S16_L002_R2_001.fastq.gz,reverse
3162340+HT-29_IAV_FLAG-RIP_2,fastq/3162340_JCC411_July2024_B3_PR8FLAGRIP-2_S124_L007_R1_001.fastq.gz,fastq/3162340_JCC411_July2024_B3_PR8FLAGRIP-2_S124_L007_R2_001.fastq.gz,reverse
3162340+HT-29_IAV_FLAG-RIP_2,fastq/3162340_JCC411_July2024_B3_PR8FLAGRIP-2_S124_L008_R1_001.fastq.gz,fastq/3162340_JCC411_July2024_B3_PR8FLAGRIP-2_S124_L008_R2_001.fastq.gz,reverse
3162340+HT-29_IAV_FLAG-RIP_2,fastq/3162340_JCC411_July2024_B3_PR8FLAGRIP-2_S17_L001_R1_001.fastq.gz,fastq/3162340_JCC411_July2024_B3_PR8FLAGRIP-2_S17_L001_R2_001.fastq.gz,reverse
3162340+HT-29_IAV_FLAG-RIP_2,fastq/3162340_JCC411_July2024_B3_PR8FLAGRIP-2_S17_L002_R1_001.fastq.gz,fastq/3162340_JCC411_July2024_B3_PR8FLAGRIP-2_S17_L002_R2_001.fastq.gz,reverse
3162341+HT-29_IAV_FLAG-RIP_3,fastq/3162341_JCC411_July2024_C3_PR8FLAGRIP-3_S125_L007_R1_001.fastq.gz,fastq/3162341_JCC411_July2024_C3_PR8FLAGRIP-3_S125_L007_R2_001.fastq.gz,reverse
3162341+HT-29_IAV_FLAG-RIP_3,fastq/3162341_JCC411_July2024_C3_PR8FLAGRIP-3_S125_L008_R1_001.fastq.gz,fastq/3162341_JCC411_July2024_C3_PR8FLAGRIP-3_S125_L008_R2_001.fastq.gz,reverse
3162341+HT-29_IAV_FLAG-RIP_3,fastq/3162341_JCC411_July2024_C3_PR8FLAGRIP-3_S18_L001_R1_001.fastq.gz,fastq/3162341_JCC411_July2024_C3_PR8FLAGRIP-3_S18_L001_R2_001.fastq.gz,reverse
3162341+HT-29_IAV_FLAG-RIP_3,fastq/3162341_JCC411_July2024_C3_PR8FLAGRIP-3_S18_L002_R1_001.fastq.gz,fastq/3162341_JCC411_July2024_C3_PR8FLAGRIP-3_S18_L002_R2_001.fastq.gz,reverse
3162342+HT-29_IAV_FLAG-RIP_4,fastq/3162342_JCC411_July2024_D3_PR8FLAGRIP-4_S126_L007_R1_001.fastq.gz,fastq/3162342_JCC411_July2024_D3_PR8FLAGRIP-4_S126_L007_R2_001.fastq.gz,reverse
3162342+HT-29_IAV_FLAG-RIP_4,fastq/3162342_JCC411_July2024_D3_PR8FLAGRIP-4_S126_L008_R1_001.fastq.gz,fastq/3162342_JCC411_July2024_D3_PR8FLAGRIP-4_S126_L008_R2_001.fastq.gz,reverse
3162342+HT-29_IAV_FLAG-RIP_4,fastq/3162342_JCC411_July2024_D3_PR8FLAGRIP-4_S19_L001_R1_001.fastq.gz,fastq/3162342_JCC411_July2024_D3_PR8FLAGRIP-4_S19_L001_R2_001.fastq.gz,reverse
3162342+HT-29_IAV_FLAG-RIP_4,fastq/3162342_JCC411_July2024_D3_PR8FLAGRIP-4_S19_L002_R1_001.fastq.gz,fastq/3162342_JCC411_July2024_D3_PR8FLAGRIP-4_S19_L002_R2_001.fastq.gz,reverse
3162343+HT-29_mock_Z22-input_1,fastq/3162343_JCC411_July2024_E3_MockZ22input-1_S127_L007_R1_001.fastq.gz,fastq/3162343_JCC411_July2024_E3_MockZ22input-1_S127_L007_R2_001.fastq.gz,reverse
3162343+HT-29_mock_Z22-input_1,fastq/3162343_JCC411_July2024_E3_MockZ22input-1_S127_L008_R1_001.fastq.gz,fastq/3162343_JCC411_July2024_E3_MockZ22input-1_S127_L008_R2_001.fastq.gz,reverse
3162344+HT-29_mock_Z22-input_2,fastq/3162344_JCC411_July2024_F3_MockZ22input-2_S128_L007_R1_001.fastq.gz,fastq/3162344_JCC411_July2024_F3_MockZ22input-2_S128_L007_R2_001.fastq.gz,reverse
3162344+HT-29_mock_Z22-input_2,fastq/3162344_JCC411_July2024_F3_MockZ22input-2_S128_L008_R1_001.fastq.gz,fastq/3162344_JCC411_July2024_F3_MockZ22input-2_S128_L008_R2_001.fastq.gz,reverse
3162345+HT-29_mock_Z22-input_3,fastq/3162345_JCC411_July2024_G3_MockZ22input-3_S129_L007_R1_001.fastq.gz,fastq/3162345_JCC411_July2024_G3_MockZ22input-3_S129_L007_R2_001.fastq.gz,reverse
3162345+HT-29_mock_Z22-input_3,fastq/3162345_JCC411_July2024_G3_MockZ22input-3_S129_L008_R1_001.fastq.gz,fastq/3162345_JCC411_July2024_G3_MockZ22input-3_S129_L008_R2_001.fastq.gz,reverse
3162345+HT-29_mock_Z22-input_3,fastq/3162345_JCC411_July2024_G3_MockZ22input-3_S20_L001_R1_001.fastq.gz,fastq/3162345_JCC411_July2024_G3_MockZ22input-3_S20_L001_R2_001.fastq.gz,reverse
3162345+HT-29_mock_Z22-input_3,fastq/3162345_JCC411_July2024_G3_MockZ22input-3_S20_L002_R1_001.fastq.gz,fastq/3162345_JCC411_July2024_G3_MockZ22input-3_S20_L002_R2_001.fastq.gz,reverse
3162346+HT-29_mock_Z22-input_4,fastq/3162346_JCC411_July2024_H3_MockZ22input-4_S130_L007_R1_001.fastq.gz,fastq/3162346_JCC411_July2024_H3_MockZ22input-4_S130_L007_R2_001.fastq.gz,reverse
3162346+HT-29_mock_Z22-input_4,fastq/3162346_JCC411_July2024_H3_MockZ22input-4_S130_L008_R1_001.fastq.gz,fastq/3162346_JCC411_July2024_H3_MockZ22input-4_S130_L008_R2_001.fastq.gz,reverse
3162346+HT-29_mock_Z22-input_4,fastq/3162346_JCC411_July2024_H3_MockZ22input-4_S21_L001_R1_001.fastq.gz,fastq/3162346_JCC411_July2024_H3_MockZ22input-4_S21_L001_R2_001.fastq.gz,reverse
3162346+HT-29_mock_Z22-input_4,fastq/3162346_JCC411_July2024_H3_MockZ22input-4_S21_L002_R1_001.fastq.gz,fastq/3162346_JCC411_July2024_H3_MockZ22input-4_S21_L002_R2_001.fastq.gz,reverse
3162347+HT-29_HSV-1_Z22-input_1,fastq/3162347_JCC411_July2024_A4_HSV-1Z22input-1_S131_L007_R1_001.fastq.gz,fastq/3162347_JCC411_July2024_A4_HSV-1Z22input-1_S131_L007_R2_001.fastq.gz,reverse
3162347+HT-29_HSV-1_Z22-input_1,fastq/3162347_JCC411_July2024_A4_HSV-1Z22input-1_S131_L008_R1_001.fastq.gz,fastq/3162347_JCC411_July2024_A4_HSV-1Z22input-1_S131_L008_R2_001.fastq.gz,reverse
3162348+HT-29_HSV-1_Z22-input_2,fastq/3162348_JCC411_July2024_B4_HSV-1Z22input-2_S132_L007_R1_001.fastq.gz,fastq/3162348_JCC411_July2024_B4_HSV-1Z22input-2_S132_L007_R2_001.fastq.gz,reverse
3162348+HT-29_HSV-1_Z22-input_2,fastq/3162348_JCC411_July2024_B4_HSV-1Z22input-2_S132_L008_R1_001.fastq.gz,fastq/3162348_JCC411_July2024_B4_HSV-1Z22input-2_S132_L008_R2_001.fastq.gz,reverse
3162348+HT-29_HSV-1_Z22-input_2,fastq/3162348_JCC411_July2024_B4_HSV-1Z22input-2_S22_L001_R1_001.fastq.gz,fastq/3162348_JCC411_July2024_B4_HSV-1Z22input-2_S22_L001_R2_001.fastq.gz,reverse
3162348+HT-29_HSV-1_Z22-input_2,fastq/3162348_JCC411_July2024_B4_HSV-1Z22input-2_S22_L002_R1_001.fastq.gz,fastq/3162348_JCC411_July2024_B4_HSV-1Z22input-2_S22_L002_R2_001.fastq.gz,reverse
3162349+HT-29_HSV-1_Z22-input_3,fastq/3162349_JCC411_July2024_C4_HSV-1Z22input-3_S133_L007_R1_001.fastq.gz,fastq/3162349_JCC411_July2024_C4_HSV-1Z22input-3_S133_L007_R2_001.fastq.gz,reverse
3162349+HT-29_HSV-1_Z22-input_3,fastq/3162349_JCC411_July2024_C4_HSV-1Z22input-3_S133_L008_R1_001.fastq.gz,fastq/3162349_JCC411_July2024_C4_HSV-1Z22input-3_S133_L008_R2_001.fastq.gz,reverse
3162349+HT-29_HSV-1_Z22-input_3,fastq/3162349_JCC411_July2024_C4_HSV-1Z22input-3_S23_L001_R1_001.fastq.gz,fastq/3162349_JCC411_July2024_C4_HSV-1Z22input-3_S23_L001_R2_001.fastq.gz,reverse
3162349+HT-29_HSV-1_Z22-input_3,fastq/3162349_JCC411_July2024_C4_HSV-1Z22input-3_S23_L002_R1_001.fastq.gz,fastq/3162349_JCC411_July2024_C4_HSV-1Z22input-3_S23_L002_R2_001.fastq.gz,reverse
3162350+HT-29_HSV-1_Z22-input_4,fastq/3162350_JCC411_July2024_D4_HSV-1Z22input-4_S134_L007_R1_001.fastq.gz,fastq/3162350_JCC411_July2024_D4_HSV-1Z22input-4_S134_L007_R2_001.fastq.gz,reverse
3162350+HT-29_HSV-1_Z22-input_4,fastq/3162350_JCC411_July2024_D4_HSV-1Z22input-4_S134_L008_R1_001.fastq.gz,fastq/3162350_JCC411_July2024_D4_HSV-1Z22input-4_S134_L008_R2_001.fastq.gz,reverse
3162350+HT-29_HSV-1_Z22-input_4,fastq/3162350_JCC411_July2024_D4_HSV-1Z22input-4_S24_L001_R1_001.fastq.gz,fastq/3162350_JCC411_July2024_D4_HSV-1Z22input-4_S24_L001_R2_001.fastq.gz,reverse
3162350+HT-29_HSV-1_Z22-input_4,fastq/3162350_JCC411_July2024_D4_HSV-1Z22input-4_S24_L002_R1_001.fastq.gz,fastq/3162350_JCC411_July2024_D4_HSV-1Z22input-4_S24_L002_R2_001.fastq.gz,reverse
3162351+HT-29_HSV-1_FLAG-input_1,fastq/3162351_JCC411_July2024_E4_HSV-1FLAGinput-1_S135_L007_R1_001.fastq.gz,fastq/3162351_JCC411_July2024_E4_HSV-1FLAGinput-1_S135_L007_R2_001.fastq.gz,reverse
3162351+HT-29_HSV-1_FLAG-input_1,fastq/3162351_JCC411_July2024_E4_HSV-1FLAGinput-1_S135_L008_R1_001.fastq.gz,fastq/3162351_JCC411_July2024_E4_HSV-1FLAGinput-1_S135_L008_R2_001.fastq.gz,reverse
